Date	Day	Action	Actor	Target	Agent	Event	Country	Location	Issue	Linkdate	Time	Reds	Red missing	Red injured	Red deaths	Whites	White missing	White injured	White dead	Source	No event	Sources
28-Jun-19	Sat	battle	Bolsheviks	Whites		attack Perm	Russia	Perm	civil war			8000	0	8	3	5000	0	31	8	Pearlstein		
28-Jun-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
28-Jun-19	Sat	battle	Whites	Bolsheviks		Denikin drives Bolsheviks out of Crimea	Ukraine	Crimea	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
28-Jun-19	Sat	battle	Whites	Bolsheviks		Wrangel fights Bolsheviks	Russia	Tzaritzine	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
29-Jun-19	Sun	battle	Bolsheviks	Whites		attack Perm	Russia	Perm	civil war			8000	0	8	3	5000	0	31	8	Pearlstein		
29-Jun-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
29-Jun-19	Sun	battle	Whites	Bolsheviks		Denikin drives Bolsheviks out of Crimea	Ukraine	Crimea	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
29-Jun-19	Sun	battle	Whites	Bolsheviks		Wrangel fights Bolsheviks	Russia	Tzaritzine	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
30-Jun-19	Mon	battle	Bolsheviks	Whites		attack Perm	Russia	Perm	civil war			8000	0	8	3	5000	0	31	8	Pearlstein		
30-Jun-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
30-Jun-19	Mon	battle	Whites	Bolsheviks		Whites occupy city	Russia	Tzaritzine	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
1-Jul-19	Tue	battle	Bolsheviks	Whites		defeat Whites; occupy city	Russia	Perm	civil war			8000	0	31	8	4441	0	101	8	Coates		
1-Jul-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
1-Jul-19	Tue	capture	Bolsheviks	UK forces	naval gunboats	capture 2 British gunboats	Russia	Archangel	Bolshevik control			1001	0	0	0	16	8	0	0	Gordon		
1-Jul-19	Tue	battle	Poles	Bolsheviks		Poles move into Belarus	Lithuania	Wilno	Polish independence			5000	0	31	8	10000	0	8	3	Arenz		
2-Jul-19	Wed	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
2-Jul-19	Wed	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
2-Jul-19	Wed	battle	Poles	Bolsheviks		Poles move into Belarus	Lithuania	Wilno	Polish independence			5000	0	31	8	10000	0	8	3	Arenz		
3-Jul-19	Thu	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
3-Jul-19	Thu	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
3-Jul-19	Thu	battle	Poles	Bolsheviks		Poles move into Belarus	Lithuania	Wilno	Polish independence			5000	0	31	8	10000	0	8	3	Arenz		
4-Jul-19	Fri	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
4-Jul-19	Fri	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
4-Jul-19	Fri	battle	Poles	Bolsheviks		Poles move into Belarus	Lithuania	Wilno	Polish independence			5000	0	31	8	10000	0	8	3	Arenz		
5-Jul-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
5-Jul-19	Sat	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
5-Jul-19	Sat	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
6-Jul-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
6-Jul-19	Sun	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
6-Jul-19	Sun	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
7-Jul-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
7-Jul-19	Mon	battle	Ukrainians	Bolsheviks		Pelioura drives back Bolsheviks	Ukraine	Jmerinka	civil war			3000	0	101	31	4500	0	8	3	Loukomsky		
7-Jul-19	Mon	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
7-Jul-19	Mon	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
8-Jul-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
8-Jul-19	Tue	battle	Ukrainians	Bolsheviks		Pelioura drives back Bolsheviks	Ukraine	Jmerinka	civil war			3000	0	101	31	4500	0	8	3	Loukomsky		
8-Jul-19	Tue	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
8-Jul-19	Tue	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
9-Jul-19	Wed	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
9-Jul-19	Wed	battle	Ukrainians	Bolsheviks		Pelioura drives back Bolsheviks	Ukraine	Jmerinka	civil war			3000	0	101	31	4500	0	8	3	Loukomsky		
9-Jul-19	Wed	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4441	0	0	0	Pearlstein		
9-Jul-19	Wed	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
10-Jul-19	Thu	battle	Bolsheviks	Whites		battle of Zlaburg	Russia	Zlaburg	civil war			8000	0	8	3	4301	0	31	8	Pearlstein		
10-Jul-19	Thu	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
10-Jul-19	Thu	demonstration	citizens	Bolsheviks		demand provision of more food	Russia	Reutov	bread demands			101	0	0	0	301	0	0	0	An Englishwoman		
10-Jul-19	Thu	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
11-Jul-19	Fri	battle	Bolsheviks	Whites		battle of Zlaburg	Russia	Zlaburg	civil war			8000	0	8	3	4301	0	31	8	Pearlstein		
11-Jul-19	Fri	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
11-Jul-19	Fri	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
12-Jul-19	Sat	battle	Bolsheviks	Whites		battle of Zlaburg	Russia	Zlaburg	civil war			8000	0	8	3	4301	0	31	8	Pearlstein		
12-Jul-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
12-Jul-19	Sat	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
13-Jul-19	Sun	battle	Bolsheviks	Whites		defeat Whites; occupy city	Russia	Ekaterinburg	civil war			5000	0	31	8	4301	0	31	8	Coates		
13-Jul-19	Sun	battle	Bolsheviks	Whites		defeat Whites; occupy city	Russia	Zlaburg	civil war			8000	0	0	0	4200	301	101	31	Pearlstein		
13-Jul-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
13-Jul-19	Sun	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
14-Jul-19	Mon	battle	Bolsheviks	Whites		defeat Whites; occupy city	Russia	Ekaterinburg	civil war			5000	0	31	8	4301	0	31	8	Coates		
14-Jul-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
14-Jul-19	Mon	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
15-Jul-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
15-Jul-19	Tue	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
15-Jul-19	Tue	pogrom	Cossacks	Jews		"systematically loot, torture & kill Jews"	Ukraine	Ukraine	anti-Semitism			0	0	0	0	30001	0	3001	3001	Kenez 1977		
15-Jul-19	Tue	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
16-Jul-19	Wed	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
16-Jul-19	Wed	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
16-Jul-19	Wed	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
17-Jul-19	Thu	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
17-Jul-19	Thu	demonstration	citizens	Bolsheviks		demand break & clothes; dress as nymphs	Russia	Reutov	bread and clothes			101	0	0	0	35	0	0	0	An Englishwoman		
17-Jul-19	Thu	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
17-Jul-19	Thu	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
18-Jul-19	Fri	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
18-Jul-19	Fri	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
18-Jul-19	Fri	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
19-Jul-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
19-Jul-19	Sat	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
19-Jul-19	Sat	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
20-Jul-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
20-Jul-19	Sun	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
20-Jul-19	Sun	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
21-Jul-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
21-Jul-19	Mon	march	Bolsheviks	Whites		follow Kolchak east	Russia	Ural mountains	civil war			8000	0	0	0	4001	0	0	0	Pearlstein		
21-Jul-19	Mon	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
22-Jul-19	Tue	battle	Bolsheviks	Whites		battle of Cheliabinsk	Russia	Cheliabinsk	civil war			8000	0	8	3	4001	0	31	8	Pearlstein		
22-Jul-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
22-Jul-19	Tue	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
23-Jul-19	Wed	battle	Bolsheviks	Whites		battle of Cheliabinsk	Russia	Cheliabinsk	civil war			8000	0	8	3	4001	0	31	8	Pearlstein		
23-Jul-19	Wed	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
23-Jul-19	Wed	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
24-Jul-19	Thu	battle	Bolsheviks	Whites		battle of Cheliabinsk	Russia	Cheliabinsk	civil war			8000	0	8	3	4001	0	31	8	Pearlstein		
24-Jul-19	Thu	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
24-Jul-19	Thu	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
25-Jul-19	Fri	battle	Bolsheviks	Whites		occupy city	Russia	Cheliabinsk	civil war			8000	0	8	3	4001	101	8	3	Pearlstein		
25-Jul-19	Fri	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
25-Jul-19	Fri	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
26-Jul-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
26-Jul-19	Sat	battle	Whites	Bolsheviks		battle for Kamyshin	Russia	Kamyshin	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
26-Jul-19	Sat	pogrom	Cossacks	Jews		"systematically loot, torture & kill Jews"	Ukraine	Ukraine	anti-Semitism			0	0	0	0	30001	0	3001	3001	Kenez 1977		
26-Jul-19	Sat	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
27-Jul-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
27-Jul-19	Sun	battle	Whites	Bolsheviks		battle for Kamyshin	Russia	Kamyshin	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
27-Jul-19	Sun	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
28-Jul-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
28-Jul-19	Mon	battle	Whites	Bolsheviks		occupy Kamyshin	Russia	Kamyshin	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
28-Jul-19	Mon	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
29-Jul-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
29-Jul-19	Tue	battle	Whites	Bolsheviks		battle toward Saratov	Russia	Saratov	civil war			5000	0	31	8	5000	0	101	31	Loukomsky		
29-Jul-19	Tue	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
30-Jul-19	Wed	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
30-Jul-19	Wed	battle	Whites	Bolsheviks		battle toward Saratov	Russia	Saratov	civil war			5000	0	31	8	5000	0	101	31	Loukomsky		
30-Jul-19	Wed	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
31-Jul-19	Thu	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
31-Jul-19	Thu	battle	Whites	Bolsheviks		battle toward Saratov	Russia	Saratov	civil war			5000	0	31	8	5000	0	101	31	Loukomsky		
31-Jul-19	Thu	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
1-Aug-19	Fri	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
1-Aug-19	Fri	pogrom	Cossacks	Jews		"systematically loot, torture & kill Jews"	Ukraine	Ukraine	anti-Semitism			0	0	0	0	30001	0	3001	3001	Kenez 1977		
1-Aug-19	Fri	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
2-Aug-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
2-Aug-19	Sat	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
3-Aug-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
3-Aug-19	Sun	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
4-Aug-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
4-Aug-19	Mon	pogrom	Cossacks	Jews		"drive out Bolsheviks, then kill Jews"	Ukraine	Korsun	anti-Semitism			0	0	0	0	3	0	0	3	Kenez 1977		
4-Aug-19	Mon	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
5-Aug-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
5-Aug-19	Tue	battle	Whites	Bolsheviks		battle for Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
5-Aug-19	Tue	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
6-Aug-19	Wed	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
6-Aug-19	Wed	battle	Whites	Bolsheviks		battle for Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
6-Aug-19	Wed	pogrom	Cossacks	Jews		"systematically loot, torture & kill Jews"	Ukraine	Ukraine	anti-Semitism			0	0	0	0	30001	0	3001	3001	Kenez 1977		
6-Aug-19	Wed	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
7-Aug-19	Thu	battle	Bolsheviks	Whites		battle for Orenburg	Russia	Orenburg	civil war			5000	0	8	3	4500	0	31	8	Coates		
7-Aug-19	Thu	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
7-Aug-19	Thu	battle	Whites	Bolsheviks		battle for Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
7-Aug-19	Thu	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
8-Aug-19	Fri	battle	Bolsheviks	Whites		battle for Orenburg	Russia	Orenburg	civil war			5000	0	8	3	4500	0	31	8	Coates		
8-Aug-19	Fri	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
8-Aug-19	Fri	battle	Whites	Bolsheviks		battle for Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
8-Aug-19	Fri	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
9-Aug-19	Sat	battle	Bolsheviks	Whites		battle for Orenburg	Russia	Orenburg	civil war			5000	0	8	3	4500	0	31	8	Coates		
9-Aug-19	Sat	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
9-Aug-19	Sat	battle	Whites	Bolsheviks		battle for Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
9-Aug-19	Sat	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
10-Aug-19	Sun	battle	Bolsheviks	Whites		battle for Orenburg	Russia	Orenburg	civil war			5000	0	8	3	4500	0	31	8	Coates		
10-Aug-19	Sun	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
10-Aug-19	Sun	battle	Whites	Bolsheviks		battle for Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
10-Aug-19	Sun	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
11-Aug-19	Mon	battle	Bolsheviks	Whites		battle for Orenburg	Russia	Orenburg	civil war			5000	0	8	3	4500	0	31	8	Coates		
11-Aug-19	Mon	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
11-Aug-19	Mon	battle	Whites	Bolsheviks		capture Krementchug	Ukraine	Krementchug	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
11-Aug-19	Mon	battle	Poles	Bolsheviks		Poles drive toward Minsk	Belarus	Belarus	Polish independence			5000	0	8	3	10000	0	8	3	Coates		
12-Aug-19	Tue	battle	Bolsheviks	Whites		battle for Orenburg	Russia	Orenburg	civil war			5000	0	8	3	4500	0	31	8	Coates		
12-Aug-19	Tue	battle	Inguish & Chechens	Whites		all of Dagestan in rebellion	Chechnya	Dagestan	Chechen rising			5000	0	8	3	5000	0	31	8	Kenez 1977		
12-Aug-19	Tue	battle	Whites	Bolsheviks		battle for Kursk	Ukraine	Kursk	civil war			5000	0	101	31	5000	0	8	3	Loukomsky		
