Date,Day,Action,Actor,Target,Agent,Event,State,Location,Issue,Linked date,Time/Duration,side1troops,side1arrests,side1injured,side1killed,side2troops,side2arrests,side2injured,side2killed,Source,no event,Sources
6-Mar-62,Thu,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
7-Mar-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
7-Mar-62,Fri,battle,Union,Confederates,,skirmish in Virginia,Virginia,Winchester,civil war,,,12000,0,8,3,18000,0,8,3,Bowman,,
7-Mar-62,Fri,attack,Confederates,Union,,rebels attack Union position,Arkansas,Pea Ridge,civil war,,,17000,150,436,214,11000,0,464,228,Faust,,
7-Mar-62,Fri,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
8-Mar-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Mar-62,Sat,attack,Confederates,Union,,Union forces withstand attack & rebels retreat,Arkansas,Pea Ridge,civil war,,,17000,150,436,214,11000,0,464,228,Faust,,
8-Mar-62,Sat,attack,Confederates,Union,navy,CSS Merrimack destroys 2 Union ships,Virginia,Hampton Roads,civil war,,,101,0,1,0,62,0,31,8,Bowman,,
8-Mar-62,Sat,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
9-Mar-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
9-Mar-62,Sun,battle,Union,Confederates,,ironclads Merrimack& Monitor battle for 3 hours,Virginia,Hampton Roads,civil war,,9:00-12:00,101,0,3,0,101,0,3,0,Faust,,
9-Mar-62,Sun,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
10-Mar-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Mar-62,Mon,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
11-Mar-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
11-Mar-62,Tue,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
12-Mar-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Mar-62,Wed,siege,Union,Confederates,,Union troops surround rebel positions,Missouri,New Madrid,civil war,,,12000,0,8,3,18000,0,8,3,Faust,,
13-Mar-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Mar-62,Thu,siege,Union,Confederates,,rebels surrender,Missouri,New Madrid,civil war,,,12000,6000,8,3,18000,0,8,3,Faust,,
14-Mar-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
14-Mar-62,Fri,battle,Union,Confederates,,Gen. Burnside pushes rebels out of New Berne,North Carolina,New Berne,civil war,,,14000,0,536,64,11000,0,380,90,Bowman,,
15-Mar-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Mar-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Mar-62,Mon,campain,both,both,,Peninsula Campain,,,,,,0,11572,11457,4080,0,4282,14876,3651,,,
17-Mar-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Mar-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Mar-62,Tue,occupation,Confederates,Union,,occupy city,Virginia,Aquia Creek,civil war,,,8000,0,0,0,0,0,0,0,Bowman,,
19-Mar-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Mar-62,Wed,battle,Union,Confederates,,minor skirmish in Virginia,Virginia,Strasburg,civil war,,,12000,0,8,3,15000,0,8,3,Bowman,,
20-Mar-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Mar-62,Thu,battle,Union,Confederates,,small-scale battle,West Virginia,Phillippi,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
21-Mar-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Mar-62,Fri,battle,Union,Confederates,,minor skirmish in Virginia,Virginia,Kernstown,civil war,,,4200,0,8,3,9000,0,8,3,Bowman,,
22-Mar-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Mar-62,Sun,battle,Union,Confederates,,first battle of Kernstown,Virginia,Kernstown,civil war,,17:00-18:30,4500,263,375,80,9000,22,450,118,Bowman,,
23-Mar-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Mar-62,Sun,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
24-Mar-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Mar-62,Mon,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
25-Mar-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Mar-62,Tue,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
26-Mar-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Mar-62,Wed,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
26-Mar-62,Wed,battle,militia,Confederates,,state troops defeat rebels,Missouri,Hammondsville,civil war,,,3000,0,31,8,3000,0,8,3,Bowman,,
26-Mar-62,Wed,battle,Union,Confederates,,Union troops defeat rebels,Missouri,Warrensburg,civil war,,,4000,0,31,8,5000,0,8,3,Bowman,,
26-Mar-62,Wed,battle,Union,Confederates,,Union troops defeat rebels,Colorado,Denver,civil war,,,3000,50,31,8,4000,0,8,3,Bowman,,
26-Mar-62,Wed,battle,Union,Confederates,,Union troops defeat rebels,New Mexico,Apache Canyon,civil war,,,275,90,38,16,3000,3,5,19,Bowman,,
27-Mar-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
27-Mar-62,Thu,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
28-Mar-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Mar-62,Fri,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
28-Mar-62,Fri,battle,Union,Confederates,,Union troops defeat rebels & drive out of New Mexico,New Mexico,La Glorieta Pass,civil war,,10:30-17:00,1100,25,60,36,1345,30,50,31,Faust,,
28-Mar-62,Fri,occupation,Union,Confederates,,federal troops occupy city,Virginia,Shipping Point,civil war,,,0,0,0,0,4000,0,0,0,Bowman,,
28-Mar-62,Fri,battle,Union,Confederates,,clash along railroad,Virginia,Alexandria,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
29-Mar-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
29-Mar-62,Sat,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
29-Mar-62,Sat,attack,Union,Confederates,,cavalry charge on retreating rebels,Virginia,Middlebury,civil war,,,3000,101,301,101,3000,0,8,3,Bowman,,
30-Mar-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
30-Mar-62,Sun,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,0,0,5000,0,0,0,Faust,,
31-Mar-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
31-Mar-62,Mon,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
1-Apr-62,Tue,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
1-Apr-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Apr-62,Wed,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
2-Apr-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Apr-62,Wed,battle,Union,Confederates,,skirmish in Missouri,Missouri,Walkersville,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
3-Apr-62,Thu,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
3-Apr-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
3-Apr-62,Thu,battle,Union,Confederates,,rebels surrender,Florida,Apalachicola,civil war,,,3000,0,31,8,4000,0,8,3,Bowman,,
4-Apr-62,Fri,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
4-Apr-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Apr-62,Fri,shelling,Union,Confederates,,shell defenses of Island No. 10,Missouri,New Madrid,civil war,,,3500,0,8,3,301,0,0,0,Gallman,,
5-Apr-62,Sat,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
5-Apr-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
5-Apr-62,Sat,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
6-Apr-62,Sun,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
6-Apr-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
6-Apr-62,Sun,battle,Confederates,Union,,battle of Shiloh,Tennessee,Shiloh,civil war,,5:00-18:00,44000,479,4006,861,75000,2000,8204,877,Faust,,
6-Apr-62,Sun,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
7-Apr-62,Mon,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
7-Apr-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
7-Apr-62,Mon,battle,Confederates,Union,,battle of Shiloh,Tennessee,Shiloh,civil war,,,38654,480,4006,862,63919,885,8204,877,Faust,,
7-Apr-62,Mon,shelling,Union,Confederates,,shell defenses of Island No. 10,Missouri,New Madrid,civil war,,,3500,0,8,3,301,0,0,0,Gallman,,
7-Apr-62,Mon,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
8-Apr-62,Tue,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
8-Apr-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Apr-62,Tue,surrender,Confederates,Union,,rebel commander surrenders fort,Missouri,New Madrid,civil war,,,3500,3500,0,0,301,0,0,0,Gallman,,
8-Apr-62,Tue,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
9-Apr-62,Wed,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
9-Apr-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
9-Apr-62,Wed,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
10-Apr-62,Thu,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
10-Apr-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Apr-62,Thu,shelling,Union,Confederates,,shell Fort Pulaski,Georgia,Savannah,civil war,,8:00-23:59,400,360,0,1,400,0,0,1,Bowman,,
10-Apr-62,Thu,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
11-Apr-62,Fri,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
11-Apr-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
11-Apr-62,Fri,shelling,Union,Confederates,,rebel commander surrenders fort,Georgia,Savannah,civil war,,0:00-14:00,40,0,0,0,400,0,0,0,Faust,,
11-Apr-62,Fri,battle,Union,Confederates,,"union troops take city, capture rebels",Tennessee,Huntsville,civil war,,,4000,301,8,3,5000,0,8,3,Bowman,,
11-Apr-62,Fri,capture,Confederates,Union,,CSS Merrimack seizes 3 merchant ships,Virginia,Newport News,civil war,,,101,0,0,0,91,91,0,0,Bowman,,
11-Apr-62,Fri,occupation,Union,Confederates,,Union troops take Huntsville,Alabama,Huntsville,civil war,,,301,0,0,0,5000,0,0,0,Sauers,,
11-Apr-62,Fri,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
12-Apr-62,Sat,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
12-Apr-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Apr-62,Sat,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
13-Apr-62,Sun,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
13-Apr-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Apr-62,Sun,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
14-Apr-62,Mon,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
14-Apr-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
14-Apr-62,Mon,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
15-Apr-62,Tue,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
15-Apr-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
15-Apr-62,Tue,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
16-Apr-62,Wed,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
16-Apr-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Apr-62,Wed,mobilization,Confederates,Union,,CSA institutes a compulsory draft of all males 18-35,Virginia,Richmond,mobilization,,,301,0,0,0,0,0,0,0,Bowman,,
16-Apr-62,Wed,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
17-Apr-62,Thu,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
17-Apr-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Apr-62,Thu,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
18-Apr-62,Fri,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
18-Apr-62,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Apr-62,Fri,shelling,Union,Confederates,,Farragut shells Forts Jackson & St. Philip,Louisiana,New Orleans,civil war,,,1000,0,8,3,301,0,0,0,Faust,,
18-Apr-62,Fri,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
19-Apr-62,Sat,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
19-Apr-62,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Apr-62,Sat,shelling,Union,Confederates,,Farragut shells Forts Jackson & St. Philip,Louisiana,New Orleans,civil war,,,1000,0,8,3,301,0,0,0,Faust,,
19-Apr-62,Sat,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
20-Apr-62,Sun,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
20-Apr-62,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Apr-62,Sun,shelling,Union,Confederates,,Farragut shells Forts Jackson & St. Philip,Louisiana,New Orleans,civil war,,,1000,0,8,3,301,0,0,0,Faust,,
20-Apr-62,Sun,attack,Union,Confederates,,Union gunboats clear a path through obstructions,Louisiana,New Orleans,civil war,,,1000,0,0,0,101,0,0,0,Faust,,
20-Apr-62,Sun,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
21-Apr-62,Mon,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
21-Apr-62,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Apr-62,Mon,shelling,Union,Confederates,,Farragut shells Forts Jackson & St. Philip,Louisiana,New Orleans,civil war,,,1000,0,8,3,301,0,0,0,Faust,,
21-Apr-62,Mon,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
22-Apr-62,Tue,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
22-Apr-62,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Apr-62,Tue,shelling,Union,Confederates,,Farragut shells Forts Jackson & St. Philip,Louisiana,New Orleans,civil war,,,1000,0,8,3,301,0,0,0,Faust,,
22-Apr-62,Tue,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
23-Apr-62,Wed,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
23-Apr-62,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Apr-62,Wed,shelling,Union,Confederates,,Farragut shells Forts Jackson & St. Philip,Louisiana,New Orleans,civil war,,,1000,0,8,3,301,0,0,0,Faust,,
23-Apr-62,Wed,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
24-Apr-62,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Apr-62,Thu,siege,Union,Confederates,,Gen. Burnside surrounds Fort Macon,North Carolina,Beaufort,civil war,,,400,0,3,1,5000,0,0,0,Faust,,
24-Apr-62,Thu,attack,Union,Confederates,,Farragut's forces take New Orleans; rebels flee,Louisiana,New Orleans,civil war,,,101,0,0,0,301,0,0,0,Faust,,
24-Apr-62,Thu,siege,Union,Confederates,,Union troops fire at Yorktown defenses,Virginia,Yorktown,civil war,,,10000,0,8,3,105000,0,0,0,Bowman,,
